Control Number,Confidence,Concentration,Responsiveness,Initiative,Excitability,Hearing Sensitivity,Body Sensitivity,CR,IP,PP,Total Score,CR.1,MP,PP.1,IP.1,HG,H1,H2,ACT,Total Score.1,BehElim,X_axis,Y_axis,Z_axis
08-1162,3.9897482925389873,4.005827436517696,4.972370088577044,5.045626820222181,4.965057586708852,5.008369590631441,4.989370192798918,2.9944595926013764,2.0314494159557013,1.9989523631658623,33.032955695215755,5.022499007579565,2.983562372895182,4.968612465486834,4.989147453381717,4.013864441059198,1.0060970043119493,0.9644518247243402,5.004729031267755,28.948182660046143,0,154.62522427908934,64.87098265157591,164.15435972893013
08-1067,3.999564796664672,3.0363778017162004,5.012984372496548,4.015191387737932,4.004073027088628,5.011028433473544,5.002472288194459,1.9921395694302046,0.9917654604851831,0.9996232887565678,29.97234312931543,4.99825054889989,3.0012594301615705,4.017431818756309,4.978093471057161,5.0151838207024575,0.9785988325319198,0.9925306615977931,4.994868075120556,28.877772771909207,0,166.01207856615886,-33.36082340460705,-167.5862094652884
08-1066,2.0382812077185184,2.9959841196434294,3.0156954202698754,4.995511976304805,5.010959875105406,3.9979910004888963,3.9942619418308465,1.9857414971704508,1.0017274862678769,1.0201266274931344,25.95357800847103,4.99692047673282,3.008564650261443,4.0217150106245425,5.010782232064867,4.004593095386869,4.978226459542233,4.952376711648519,5.015024918381184,36.230981062463,0,14.187226369333553,-70.10595352950689,-7.313220559516323
08-1065,3.0308702581219418,3.9953617217660424,3.0021161792500948,3.984964301012381,4.98505103823604,5.011192572391492,4.99978700296134,3.0024840838528153,1.9733701877089673,1.0149200172063808,29.118464235924474,4.995617835909188,3.0152139541945933,5.000352000846168,4.9793599373486455,4.035959056532743,4.03484054012229,4.015171898218631,5.006170689186925,35.082132825081835,0,-58.494224223757826,-32.60492596299721,83.85635802410621
08-1064,5.00779686698467,5.001701668093824,3.0271908229198354,3.9820302093058384,4.99987936900876,5.002912609355704,4.998885253993705,3.007999936914775,2.0004785695730507,2.0088297783521183,31.926697969988442,4.991710388005278,4.025398195897759,3.998682732676559,4.966558812893382,4.015349841305482,3.0323663927652116,4.023477141675472,4.983835822566347,33.94482446270399,0,-51.84984683808468,43.376311009102395,125.33601650228509
08-0725,5.000679101512998,4.015640656653844,4.003687344493976,4.006182734602157,4.996380886325693,5.005527511780306,4.994224179274768,2.0094343212536616,0.99787937132317,0.997651508426241,31.898961079199502,4.994842352642361,2.9955215588302613,4.016233911562948,5.010796647001785,3.9729578447429996,4.974573274740309,4.957532993337669,5.002575302709292,35.92749780880565,0,-57.04806197500183,65.83517731094803,163.53967829452887
08-0724,3.002144894612559,3.978009490366784,3.975893664351121,3.9909904989223755,4.0014312680766775,5.0117350899703235,4.990658028446729,2.01478689312674,0.9644879707810267,0.9935255507096278,28.959629858169183,5.010048835537666,3.9952213082737367,4.987796835200743,5.010152878570898,1.0142947038602648,0.9958659280911432,2.991843493359777,5.007204666209597,29.056356595278956,0,-132.88017143378553,65.06815942928573,166.4726851321241
08-0723,5.010963232935901,3.9713092602623283,3.006213114289949,4.0308516864941,3.9925243657025007,5.006343823598766,5.015542621927231,3.0190049774538896,0.9823998382910475,0.9995738486510692,29.87222476593909,4.975915251162954,3.0216232994637475,5.021796998584334,4.983990139388016,4.999334487411348,3.0117592485613818,0.997335443447502,4.988194819916977,31.94704073520992,0,-155.8024068721196,64.63529863843647,160.85900850086125
08-0695,3.9817232523971966,3.991430021655237,5.004166769141063,5.027028146894383,4.017711499974017,5.007778353502923,4.999702285401404,2.982347482498056,1.981052788977211,1.991085446324349,31.939344166448528,4.9895227130919135,2.009771538342806,5.005935946771981,5.00448186128268,1.011169414505063,5.024994974775448,4.019722976014099,5.0098522557966945,32.08519940874968,0,-154.32723145767645,70.46374583938224,166.8044452270133
08-0694,2.995400821072201,2.976150025255928,2.9897352944486966,4.011669152226441,4.002030785348052,4.996693177200515,5.011185235322628,3.005196548693668,2.973197274074671,0.9887674310399982,26.92452409937745,5.02091504996972,4.021019712309699,4.968510716858549,3.980470198760273,3.023827923227311,1.0057746489810926,4.011740521079843,5.005637583966646,31.042539681901502,0,-161.1023492931003,69.93047179912675,159.28423342001463
08-0693,3.9701833089034992,3.993798840482167,5.009758732519187,4.978267867934239,4.987936013265224,5.012723202287881,5.0071461083050295,3.00563943967421,2.9877016172049764,1.9987373215532784,33.006170137600016,4.998734985240075,4.033175148305843,4.036967326046243,4.998557746158875,1.0329527932212528,4.035407698714118,4.988152648327874,4.988294571575651,33.02379910037743,0,-123.75671085705376,83.09153714265581,-162.66649779921966
08-0692,1.007133900359986,1.0073348654507477,0.9716257544685437,0.987609163074069,1.0125916252859557,1.0059075582718,4.998029865602728,-0.0009493620957074376,0.008632147747568883,-0.014076300648033743,11.103651602201717,4.991992421588447,1.9856662071105176,3.0036835749026904,5.005315758501165,4.001718884699917,3.997608702034354,4.959499390701453,4.998454591457291,33.01554605686471,0,-2.8965077300781394,4.839198389446818,-37.42392621159371
08-0691,5.011565039913261,4.986997956188055,4.0168538536761496,5.023145579644227,4.982649773140474,5.001070511427575,5.001110097059236,1.9893652855667467,0.9892569911913917,1.9869085806349307,33.95774593620603,4.9821674124564135,3.0137507326313977,3.993229896060469,5.010273058827818,5.017102002722368,1.0474578018339105,1.0000424891505486,4.989779147385023,29.119809510493535,0,-128.60157390883646,-83.50393950891959,93.60388299120405
08-0690,2.991365720364985,2.9791729606149864,2.985059327354396,2.9896211461102338,3.0176289254226845,5.009349986133983,5.00093190175325,2.01854690223323,2.0194860583774665,2.015302078553424,25.062034029909274,2.983629971556245,2.989818884022533,3.0033103801749115,5.005868086364617,2.977965241492055,4.078297498536279,2.9962943486644797,5.007484936611292,28.98357311091114,0,-174.01127373380984,13.612658140609348,144.87354121117053
08-0689,5.028126288537525,4.0010120976307775,4.9832417789373515,5.020684148869525,5.013601704285071,5.021975063228409,5.011312938215549,1.992443243334501,1.9938451702113578,1.977890322831423,34.05387095555403,5.013739755447836,2.026564858445394,3.9856190795915682,4.971944182298097,2.990542704889898,4.002227824002646,4.976514841819112,4.990896509689197,33.0115577408827,0,173.60227051008513,61.84299114938494,149.7341032703256
08-0688,2.978096233385769,2.0125903367779223,2.9980633451433625,2.0087482515812174,3.0190738437349287,2.990073851491045,5.005090474881114,1.9718506711562294,1.005534841671561,1.9833373229290552,20.840776161030565,3.988492657378659,2.979818622746768,2.99693952303709,5.004476173264535,3.988522187839377,1.0115151546889924,5.060638777706859,4.991641209411699,29.93794414095065,0,106.14983153857366,-25.84992041365509,39.514507141669846
08-0648,3.973832416276619,3.975258886304059,5.0073667542389035,5.000953302418364,4.997828162157053,4.993174948968737,4.995047921436263,2.0002576983394538,2.0084405822315463,2.020404508132116,32.960423197240935,3.011254378283112,1.0155917897756246,1.0158010009449994,1.0323018713914311,1.0210943488655915,0.9711483274690198,1.004951556139359,5.00073516454079,14.049606294981116,0,168.43036779572932,1.7910210081322666,10.573786596155932
08-0647,3.0040108320850134,4.011972732175286,4.002789061883826,3.987044864214821,3.993191129129319,5.02280278944093,5.002156946474014,2.9969461836738462,3.0260248617448706,2.9937158782931843,28.973037210120367,4.9862838787813635,1.990593574377122,5.0137663941922925,4.005817190345934,3.0352335519946516,2.994742697707021,0.9813911215676957,5.018521964925062,27.92919724058758,0,166.8716082546373,2.758959124955546,10.039424510678339
08-0646,4.018711077928548,4.0119300192271945,3.9873641347919038,4.998262827563954,5.001153148961395,5.0036233617877945,5.004933930729434,3.0238500748560875,2.9878499864487784,2.0220511357275677,32.02735327633003,4.998240976583668,4.009420190100583,3.0124051500544398,2.979484087394196,4.065056531480139,3.0054920946928276,1.9839677897526582,5.010922161559464,29.10011543058008,0,148.3967719572355,3.1336153111912592,10.694498348602696
08-0645,4.030090873208661,4.013926547432342,4.991389218148124,5.003495731789363,4.998841155060212,5.0016208067954775,4.992790203439562,3.0062869433222597,3.0075053754628303,2.9812927034194012,33.04087782465785,4.999033550575495,4.021546483327584,4.9879684589235875,4.989481852413877,4.017569047722353,4.021431586833387,3.0238330688222645,4.991151561731583,35.108088068747584,0,130.57618133957044,2.81177759498226,10.908165898374454
08-0644,3.9917999874688888,4.017785858378275,4.980722017533256,5.019032522934013,4.9910415806405,4.999020179655941,5.003031275847897,2.9960808795548948,1.983938879845852,2.001182376384227,33.02372266247225,4.989457339077215,2.989057804909328,2.9827683865917427,2.992422373566958,4.022932078693831,1.993720168985321,2.0340453174769566,4.989045674006704,27.863776585855774,0,46.22431633037661,3.6843601101747603,13.996707046751396
08-0643,,,,,,,,,,,,,,,,,,,,,0,-40.11562481694416,3.0376363620811295,13.039148633135603
08-0501,3.9993118745661804,3.994802211255408,4.018290790430462,3.9951555649951267,4.994971749418046,5.022173911608885,4.994739978578484,2.997324408376466,2.9823599227365136,1.985481596208941,30.954586378140636,3.970401314546292,3.995599595448281,3.0154295922523353,4.001490380499499,4.963527106379914,3.9884870192919397,4.029105267545448,4.987459335986887,35.89817352251223,0,-69.03954926353445,3.9386107348961925,11.562516622947227
08-0500,4.996915243913843,5.001599389618119,4.999927468874093,5.0008262132185815,4.983942391579717,4.99435142284084,4.995587461515866,3.028464700747061,2.006509714626309,1.0268315713733376,34.89220665409848,3.998761828225406,3.993417455347838,2.985334633048663,4.994809986487706,4.98227754010923,5.030955445924923,4.964542848962698,5.007039563021347,35.964577092834574,0,-54.583159589745975,3.943147290727381,9.180103228811554
08-0499,4.015790523116503,2.993921349803944,5.014622377507134,4.012214979078548,5.009304645065554,4.999177352532483,5.007118722941936,3.008672209974647,3.0264588764875424,1.9937445542701717,31.004760312729598,5.006227286553466,2.9781757705155925,2.9954400463178392,4.995503760604357,3.9744139671712486,5.012728648465423,4.998698602284754,5.005891552411714,34.99815627576855,0,-38.41990024577688,2.62789122647812,10.025601143469434
08-0498,3.0116566555232867,3.0000288555205357,4.024762712122546,2.9832545114115474,4.99928225272591,4.997021732747617,4.997826997058582,0.9819341526015094,0.9796989904655471,1.0081582844381147,27.97367014359858,3.9883202407014027,2.9658567615187312,4.007856808122377,4.998155687217587,5.010438713009644,4.011345772328767,1.9670467475103295,5.0081732491330655,35.96300928659733,0,-29.713163557329217,2.820748633650946,13.867928345799811
08-0497,1.9718307283836667,3.022374978339759,2.9899952453442245,2.975732008916485,4.9957676879469775,5.006223264706644,4.993976034943035,1.9968617539868607,1.0100968282536287,1.9891340177043355,26.038196116570045,4.002979613576171,5.020672246047234,2.9980832382317297,4.9893048850812045,1.0354115295099926,2.985877930908097,5.023011215950726,5.000437850480821,30.97079775619056,1,-24.237492016873365,4.077822702867556,9.35244852112277
08-0496,4.026384974055869,3.9803671517715706,4.996825576811414,4.012423025638793,4.984761046028423,5.0103801903198875,5.005412155241557,2.999696594454816,1.9831558126797397,2.0239034576017683,32.049971309050434,4.00214694978166,4.025343987393897,3.0231650080200776,5.012664075555874,4.00024384373332,3.9974280933780255,5.025691582480168,5.001074837846892,34.06638920783881,0,-30.79616713124911,3.5347327706845704,12.361754346233685
08-0495,4.0246614828918625,3.9874314680379035,5.0369414417778495,4.972020035864584,4.984074567360075,5.013764464279063,5.003538615064304,2.9857804686762344,2.0395046317051726,1.0048614096564008,32.97606617217465,4.002708895339918,3.9897732288367798,2.9738172385186834,5.002724643855755,2.986624247187986,4.988526658092469,4.971656788031704,4.990466892243658,34.08775954831295,1,-19.919090422219693,3.824613968630897,10.348328822132292
08-0494,2.9888215343029993,4.020102374087798,4.024574568670407,5.0236856993292855,5.0265692750562305,5.006510736601002,5.000579043511824,2.9771094990864624,2.967909697469286,2.0336093964207476,31.020228512297585,3.981187753499671,4.9950282457055035,3.97091384453265,4.992093950181421,1.0062286742704165,5.026658500074108,4.982835799334873,5.00245952643826,33.99063768042546,0,14.396214868359017,3.8268499107738814,12.25036931651194
08-0493,,,,,,,,,,,,,,,,,,,,,0,47.421905657789125,2.8554023892668146,11.566767493258773
08-0465,3.0088280510927494,3.994699455958225,5.006587078114359,3.971474759098232,5.008379141020922,4.9951193738702635,5.007334422829233,2.989669706974935,1.9809714944981769,2.013413646091254,30.92015488509764,4.975907563559813,3.0139920063999623,3.012353383785239,5.005265316083618,4.988921473013634,1.9783247692942005,3.006456635205199,4.996151042010246,31.051750159746256,1,53.735051035356925,5.091737968869585,11.59634476995049
08-0464,4.004658098608403,5.012471497529936,5.0000095279073475,4.991144538129455,5.00223206188456,4.992913337476218,4.999491936828802,3.016032373528603,1.9815178540882532,0.984694028056198,33.94262258483178,4.991194936113051,4.030228972048704,2.0018122775649463,4.985855270329871,4.9960222954765685,5.037028955738213,0.99711349412334,5.003637297625148,31.913686276369763,0,41.386098912320996,4.02807416508186,9.648168822125117
08-0463,3.9901663458030674,3.004980644393661,4.014061564969393,3.0069882880471512,3.9619121801773467,5.012477221277773,5.012111172376062,3.0001052043483942,2.0088374378679883,2.001343781607989,27.83730327296817,4.99994600509781,3.0105618948325183,3.9933160186374916,4.997438380907529,5.007914805553635,1.0057554938324107,2.0010957500242763,5.000606554944693,29.003114185004197,0,35.15123977563453,3.0360489866152216,11.890353737951314
08-0462,2.987998455212111,3.0218991423894592,2.9873246682695354,2.9901808583845653,4.024600327130724,5.001043054400958,5.009713038728236,2.9939110924957006,2.0305346125313966,1.9949251726058999,25.971622197465365,5.002914453695278,1.9825781645390708,4.009421908735745,4.99741660117941,4.96600142003234,1.0375191864106095,1.9906450945056764,4.995229538237851,28.98167167001976,1,24.64053136196825,4.062970610725487,11.25824699596065
08-0461,3.999543362631264,4.001087598360196,4.985714606772999,5.000369203188847,5.009388647903496,4.988315936599505,4.9878276556887,2.96897272806139,3.01959871405051,2.0004202978942627,32.95743860493811,4.983083421771866,4.0134411534482854,4.003780570997439,4.991331898304773,4.958598502894254,5.025465493722204,5.052479098489027,5.004606102229947,38.02313265372421,0,10.607652212731917,3.2541446178633726,11.02017502175205
08-0460,4.0209560305977865,4.014970901704358,3.988497094194338,5.01364167344342,4.989464181287092,4.997316090141181,4.993680918331721,3.0156927464114793,3.0039685469713815,1.0023672596995565,31.92147078466889,4.996024829064695,2.9881435377534546,4.005994524292861,4.979904966328764,4.982466771357444,5.028614363515316,5.027482358444188,5.016255845683033,36.90436572086484,0,11.752521128908228,3.4197789744949723,10.086857561580958
08-0459,4.009713839502187,4.038564803186966,3.990269005821924,3.9962730777488074,4.999610686508374,5.002170974912592,4.986165292548277,3.003768448731293,1.0001625899949134,1.9855661143217296,31.058741054268232,4.011114674345598,1.9988852630163076,2.9986468266317887,4.990872302319372,5.010654998948461,3.012914855593407,2.995884967419738,5.012300392707661,30.029917817724083,0,6.494178655057548,-9.414493758362838,9.225986541166261
08-0458,1.9933773231875171,2.0087303074255995,2.013872213186769,0.982727457776963,3.984228138141154,4.994512258085855,4.998008090608018,-0.005754154754024107,-0.01028795937677788,-0.0025089497079548786,21.03773815107386,4.986295427980923,3.018903012690997,4.010711403876751,5.01875626361278,4.974192508438647,0.9798240300627628,1.9561880773789717,4.992473838297922,30.02325596303793,0,8.003018044029357,15.950976971742422,11.310654024537143
08-0457,2.013789836805465,2.0007200311996693,1.9799026262713235,0.9944889051674034,2.025063795671842,4.991383812512613,4.9925699861597765,0.9885699804008647,1.0066352131640752,0.9984553466466267,19.039707688488477,4.969873430458244,1.9846164061173424,3.0183836352075093,4.990387170710883,5.037416992239705,4.0023150686479845,4.951469742651111,5.001063071034041,34.16229570810155,1,155.13724418851072,64.58352674996979,163.0946891041562
08-0456,2.9490980905761814,4.01054538236085,3.9894066273209043,5.026079382955381,4.987542934926178,4.998236877026079,4.995004701067507,0.02052995695006147,-0.003542709187964044,-0.016189144357715193,31.049594452729618,4.007407960554578,2.9987561712572472,4.018095343797689,5.013315221046893,5.017380885109257,0.9617044512025128,0.9536701206139673,5.006541460475772,27.893951222450912,0,168.45635628994313,-33.54658357475841,-165.3629959022292
08-0046,2.020527819105124,2.9946680844440356,2.969561111659505,2.0310603560317277,2.9928209816027183,3.990960308551334,4.006689906439381,1.9863369990924677,2.003213675624137,2.012826870847108,20.999871485172573,3.9868197432353836,2.979172902903405,5.009153457324612,3.9994770873626235,5.01365268342627,0.9949234851887624,4.012545791304985,5.000742659031442,32.18978837982413,0,14.970208245104187,-70.54012267107754,-8.170438147544765
08-0045,4.968912259711549,3.034856581915719,4.017135458164144,3.9627672223353305,4.989987205811957,5.005393338069087,4.989235296976749,2.995267113967009,2.987429297667543,3.0035653771003683,30.999134028145416,4.991059901285569,4.9832014473913615,4.999926154707925,5.002483434130381,5.017445149490226,4.983274997923248,3.9953031370442034,4.988506362682566,39.1577143807521,0,-57.66526958708512,-32.66434836299479,81.93917753234608
08-0044,3.9935233772395846,4.00262845299858,4.021625754790412,3.0201106357712044,5.001103159715286,4.98349380515798,5.0007958420314225,2.007314681208726,1.9796089498488916,3.013032571148185,30.059531920172052,4.001826951134393,2.9907082686438478,4.008898368535482,3.981868030528831,5.008700477129734,4.942895402142118,3.0352728390355668,4.993232268261169,32.105217743727785,0,-51.896849966566464,43.17901848789523,126.48869543049
08-0043,2.9799921071399558,2.996016058922422,3.994435057189059,3.004610908267153,5.018806783282918,5.000767860766454,5.000758672285992,3.018625689701783,3.0004321303933823,3.007807790013666,28.04784829448483,4.001080747333981,4.027698925986778,5.023922595660928,5.0172396917112065,5.010341214847459,3.0130817532962912,5.020524682261257,5.005612193402663,35.95858916711348,0,-61.50425937002848,65.16497492512602,165.12031745862268
08-0042,4.976864745244618,3.987801651508036,4.9949305843297545,5.017031534172629,5.024558105716966,5.004411518702188,4.999494596805383,2.9972227761319346,3.000057174775982,2.972538754433688,34.07367312149108,5.014290012622095,5.000566995879401,4.996907502430542,5.030513831198497,2.025334951838226,4.010060983448719,2.9361574469257263,5.017250478260475,34.08068604790625,0,-131.93573666191543,65.00142902697662,162.88715445771288
08-0041,3.020743344178861,3.016015855407017,3.007711277434579,2.989852992022202,4.9945240139673235,4.999231151549543,5.000802239776846,1.9905660410350778,0.9898889934388726,0.9866460917704086,26.996872993407127,3.9966169258798616,4.044925498242402,3.9945457407397633,3.98965884914012,4.0203994424008425,4.038726166923863,4.976482893977374,4.994210685463437,33.85840832731102,0,-154.3177469350482,66.06899707980806,163.34914868739347
08-0040,3.991642433567898,4.012658123064888,3.025087357371558,4.967406055255315,5.005191380753677,5.0092833136894654,3.986306444184091,1.998629627038065,0.9869948628993994,1.0264930944293251,29.92926945426375,4.000955503211754,5.016224654779122,5.009880482460868,5.019306905511643,4.006128303846898,3.9624578636188597,4.951943392902502,4.991479764505362,36.83300132652879,0,-157.49142519247764,69.98485958993732,165.5795574125399
08-0006,4.0061918361604,3.9927402395986227,4.006952247500275,4.01077373093925,5.001124103332614,4.988361614176004,4.99503392430428,2.011612060442979,2.009474304924751,2.012581234772208,31.017002013073597,4.976318414901409,3.0166864349005116,3.014779659195081,3.9812007395344775,5.039237173749454,1.0331654934157384,3.9884880317930334,5.0100924852710556,29.95275235320003,1,-163.92768952558708,70.07995245003211,160.95228990904363
08-0005,4.999161554740686,4.0084143196263495,4.988131775155643,4.982655209081988,4.98652799356716,4.994046562889321,5.009465278675989,1.0144997535119462,1.007718963800872,0.9740128554656207,33.95853511405377,4.008787903331202,0.9814133038973192,3.997988273923773,4.999203037382916,5.001580095592319,0.9288379089749065,1.0088884445133746,5.002096917197424,25.920271750202577,1,-126.4801359471106,82.54682706131646,-162.59042627968063
08-0004,5.008524460474249,2.9779799766308384,3.9724567813094036,4.974409964036391,5.033248142073469,4.9971974469637,4.992657996104434,2.982344998227782,3.0318388398169263,3.0075320357142843,32.046863221639626,3.990328440714544,3.9973920143810333,5.009018369818193,4.982636475400966,2.9907185392399223,3.995482238843677,5.002156223260904,4.996521234231855,34.838899388382075,0,-2.8461668857251405,5.100769568273678,-34.12803115180847
08-0003,5.001372765466873,4.002699970350151,3.9810268481230286,4.975698247698517,5.018703068781719,5.006052238541421,5.010223543064683,3.0014756604938153,3.02342980462704,2.986668370602657,33.02063736908427,4.045198418009655,1.9805793115413186,4.983178330525727,5.005589821225682,4.9697448064199365,5.060637396613522,0.9994952060637509,4.998272079515546,32.13283658012611,1,-132.9319913528621,-82.95457413673444,94.93147202626857
08-0002,2.9770736258203976,3.0066087739953566,4.001245781574374,4.011076488608809,5.002595503156036,5.00185549943221,4.99137008508878,1.981586161605642,0.9797444479466637,0.9664032701207584,29.003688690969877,3.997011946155441,4.9947358341191865,4.999780507402227,3.9969771642384013,4.9852637125223715,0.999119127147091,1.966400151021979,4.998733074424515,30.941327903393706,0,-179.61544404110572,15.777228814591158,143.9963110396191
08-0001,5.017802746933882,4.024921476629004,3.9888500261870345,4.002570491302819,5.021710313542776,5.018200806827629,4.99063262668169,3.0113520356763552,2.996762317872537,2.026557158288517,31.971888855629352,4.005936733884913,4.99223488796252,5.031086930935432,4.999247130611191,5.0245259175981305,0.9774542325378233,4.066157121664387,5.006719551060102,34.03814031692164,0,174.6622535906273,60.99878418746612,146.43830621704484
08-0000,3.991176838046421,3.988748546022072,4.003317249374104,4.014422994166049,4.016635447547729,4.993157513194977,4.994161473304291,3.00542278216927,2.976844395879047,3.001207113688229,30.071755726900133,5.0089206985964925,1.9992879751619432,4.012165526945935,5.01943171427719,2.999304161756393,2.9974418085564,3.004368132546812,5.002036400739181,30.23070566371703,0,107.30937562264363,-25.291426982539317,37.69491219615749
Jul-93,3.972184726939838,3.981340198604892,4.9905923556033756,4.012332891425916,4.001123498477043,4.9881541819389765,5.006926169118748,1.9881733441847318,0.9687942600342179,1.0034771288366997,31.06625031451729,3.9987595724169207,4.014026523788784,3.9870475617024805,5.018418346062695,4.009778053924739,4.026033789309042,5.045010853536231,4.986311200062244,34.99080651718324,0,167.5977818092549,3.731984058396125,12.324834170080107
Jul-94,4.992349814607432,2.986929656545439,4.981996323088049,4.992241040279628,5.004473657642522,5.015192395156958,4.996649913839499,2.0196961513704763,1.0372501769451528,1.979859951604099,32.95980892799463,5.006109705366225,3.995549633171296,4.989727830897606,4.997449476457466,4.0016484527373875,2.9913468253993853,5.023395508575912,4.998862233931544,35.89463557960652,0,163.46225322552164,4.356735038451773,9.377446955654236
Jul-95,5.026817762309935,3.980490435733527,4.979973568325601,4.998700978807412,5.020753036727808,4.987849587567641,5.002118840938994,2.0043010756881143,1.0251157279748668,0.9815207043989541,33.91191607159918,3.031550774256753,4.014332445822377,1.9751074143849048,5.016400585041974,3.975463703213228,3.0120365662795745,5.0174520871470465,5.016420944374126,31.153050755034503,0,146.6311775270521,3.0861219007948897,8.338974248329032
07-1563,4.015193000727386,4.019510861296902,5.026582451139844,4.990572804073644,4.987014601845009,5.0058003591367175,5.000451713283789,3.002891137105468,0.989314313870865,0.974493645105641,33.01286753041006,3.9894559805154337,2.975092806532964,4.0324993589126095,5.017038420096281,3.9941248281694963,1.011685195988775,1.0174828829390021,5.009922889971268,26.987971974754313,1,128.06853829915693,2.3010479836029587,11.719960418296576
07-1562,3.9937697757310984,3.0226051099099958,4.015125551380828,4.996123082464681,4.022970414662567,4.9916894340368145,4.999665910921729,2.9977004744938522,1.0210959742164243,1.0227073700721179,30.08503777617898,4.968619596724164,4.0076164338273506,4.980090270158062,5.016432639027623,3.9829861987620236,1.0168444115500195,0.9841038210966004,5.011217697573751,30.069584111369625,0,52.09812934665412,3.4211548624403454,8.864309982817813
07-1561,4.993758954525716,3.0046741232531,4.029443643312134,4.982170843138262,4.996910463281558,4.982427982961428,5.007815862637665,2.99989680485708,3.0236128834326568,1.9736652776577026,31.909520629290146,4.9817741989198066,1.9925967522277948,4.949373505673642,5.0021882939067615,3.991125582062484,1.031798270417611,0.9831031198872793,4.992527655695264,27.77697056718753,1,-41.41976189525144,4.13304133577907,11.450856134528175
07-1560,2.994252556333185,3.017826944317144,3.0091869152302673,4.007197696174704,5.0209252862943154,4.9968174509214744,5.004732746740067,2.9951023310695604,1.9674160848455693,2.025909353783034,28.033728367233486,5.013950388034537,3.0043069469754404,2.971843044465765,5.004896503018724,3.981893154674129,3.0607400027240352,1.9971309849361583,5.00323242190731,30.02433768520703,0,-65.61713260210553,3.6043537037849918,11.015921056793193
07-1559,3.037110358465316,3.0019553577944915,3.9926839743851463,3.0198174231939303,2.9999282680418866,5.007638277919088,4.992989053017144,1.9904839833823125,2.014431926313101,1.9841868821610786,25.94113019426002,4.993298608568202,3.01466196523259,5.001061119009974,4.99579877177092,4.009831834971778,1.0026834138345555,0.9953397708889579,5.008492636035438,28.994954087835826,1,-56.776513252043166,2.947805513276835,9.01183167622854
07-1558,4.006824979080332,3.9986116784864594,5.022515789599863,4.9849475828524685,5.004633445675045,4.989625094478533,4.998309557486074,2.015780211852224,1.991658267061333,0.9803229504210058,32.92708062236081,5.032620404066548,2.975507171762984,4.985646675042416,5.034570065562328,4.016572801484332,3.0099038998473633,1.9297866285608716,5.0006637611430245,31.969900294808603,0,-36.11885532776671,3.0969720133843115,14.230282850294426
07-1557,3.007684610655026,3.9951387311383204,3.9994373693516945,3.023617312578614,4.999529138102923,5.004892019816403,5.0106948376523786,2.993673916724596,2.0064998535744003,1.9991126454682964,28.06677265538003,5.010171366349581,3.024961247642182,2.0025894394574664,5.005909812200294,4.000714356217644,1.9635770746284078,4.999550658171463,5.010582861451614,31.079385621680068,0,-31.484671496940102,2.7305086630793554,10.281506563696672
07-1556,3.0184106057175257,3.9954692984365647,4.003757479837745,5.002092512435875,4.9927007609164775,5.006478003488339,5.001960297921264,2.993241702354586,1.0510673908627677,1.9890353862635142,31.046634194110975,3.990865022886874,1.9967097240127751,3.0068364258722147,4.998783284686534,3.9594151033830194,2.028989948022149,2.016348640085992,4.992338680536767,26.94476953064187,0,-27.15640494823505,3.1739028902107753,12.825147127054237
07-1555,4.004267032571719,3.977407118357613,4.999271370897232,5.004443746530907,3.996293656287891,4.98920119718389,4.990750373138509,2.998340055845681,1.0268983482798952,2.0015591835497406,31.989079676543234,3.9891095604906623,1.0316359303064924,2.987508979282139,5.007452443826272,2.9724070252329753,5.041751979759208,2.9627057767790403,5.001906901912925,28.97716755874416,0,-30.479230404942832,2.7221830535953355,13.30706345134699
07-1537,4.995371057554828,3.0038572623042548,3.9498603313441683,3.968674854419639,5.018927488123915,3.998065920961682,4.991184727121352,3.0182886509546916,2.9978246648917524,2.9859433633806356,30.05661284092458,3.993757300631245,2.001206565801055,4.981589138393323,5.004023149400915,2.0131758405050912,4.021120828881214,3.9693771789433483,4.99469151200156,31.008549253856117,0,-22.347189355607398,3.609250049131175,10.152325313331984
07-1536,4.996491334845714,3.999411255754379,5.027303527977039,2.9666872004423457,4.968239468401037,5.013392035902878,5.005460446327292,3.0145224906308203,3.0241210898656368,2.9949763662909277,32.04901329733631,4.971120610076059,4.022443148241735,5.0182340088443596,5.030547540763598,0.9845876198379395,0.9574686949736178,3.001862829851235,5.013210063487585,29.07108395559861,1,13.428774799801332,3.6865819174953915,14.51689071207198
07-1535,4.99872052438502,5.010879848615821,5.0083541144628745,4.002656459707507,4.982995925381843,5.005524633074698,5.004308983299485,2.9949307331669135,1.9673881412458396,1.98784657364377,33.89342528858977,5.003885280367631,4.001015275064328,5.0059735430346235,3.9996753776106577,3.9846089620293896,0.9875889430637006,1.0117715300182806,4.999507509509784,28.979678104833976,1,50.5917358784608,3.394670098948657,10.001519114387989
07-1534,3.9993348588511,5.0013651396570875,5.005611725986472,4.0145569283622295,4.990043329979316,4.99777948615731,4.9943480382108,2.015750103453411,2.00854396278622,2.0138013417947063,33.00604286930267,5.009701484859038,3.004540469239073,3.946430362461969,5.011340760141651,1.0014064647724286,3.001570931079967,2.9952145357912836,4.998116450482673,28.98709495846062,1,51.292618145844095,3.9517825797592896,11.148893143247596
